15323.296200 0.000000
39226.996900 0.000000
52559.939400 0.000000
61619.024000 0.000000
76942.320200 0.000000
100846.020900 0.000000
114178.963400 0.000000
123238.048000 0.000000
15323.296200 0.000000
39226.996900 0.000000
52559.939400 0.000000
61619.024000 0.000000
76942.320200 0.000000
100846.020900 0.000000
114178.963400 0.000000
123238.048000 0.000000
15323.296200 0.000000
39226.996900 0.000000
52559.939400 0.000000
61619.024000 0.000000
76942.320200 0.000000
100846.020900 0.000000
114178.963400 0.000000
123238.048000 0.000000
15323.296200 0.000000
39226.996900 0.000000
52559.939400 0.000000
61619.024000 0.000000
76942.320200 0.000000
100846.020900 0.000000
114178.963400 0.000000
123238.048000 0.000000
15323.296200 0.000000
39226.996900 0.000000
52559.939400 0.000000
61619.024000 0.000000
76942.320200 0.000000
100846.020900 0.000000
114178.963400 0.000000
123238.048000 0.000000
15323.296200 0.000000
39226.996900 0.000000
52559.939400 0.000000
61619.024000 0.000000
76942.320200 0.000000
100846.020900 0.000000
114178.963400 0.000000
123238.048000 0.000000
15323.296200 0.000000
39226.996900 0.000000
52559.939400 0.000000
61619.024000 0.000000
76942.320200 0.000000
100846.020900 0.000000
114178.963400 0.000000
123238.048000 0.000000
15323.296200 0.000000
39226.996900 0.000000
52559.939400 0.000000
61619.024000 0.000000
76942.320200 0.000000
100846.020900 0.000000
114178.963400 0.000000
123238.048000 0.000000
-3683.492676 3540.600206
-156.129919 7202.946333
4825.508875 12367.665991
7846.966223 9499.224800
4163.473547 13039.825006
7690.836304 16702.171133
12672.475098 21866.890791
15693.932446 18998.449600
-3683.492676 3540.600206
-156.129919 7202.946333
4825.508875 12367.665991
7846.966223 9499.224800
4163.473547 13039.825006
7690.836304 16702.171133
12672.475098 21866.890791
15693.932446 18998.449600
-3683.492676 3540.600206
-156.129919 7202.946333
4825.508875 12367.665991
7846.966223 9499.224800
4163.473547 13039.825006
7690.836304 16702.171133
12672.475098 21866.890791
15693.932446 18998.449600
-3683.492676 3540.600206
-156.129919 7202.946333
4825.508875 12367.665991
7846.966223 9499.224800
4163.473547 13039.825006
7690.836304 16702.171133
12672.475098 21866.890791
15693.932446 18998.449600
-3683.492676 3540.600206
-156.129919 7202.946333
4825.508875 12367.665991
7846.966223 9499.224800
4163.473547 13039.825006
7690.836304 16702.171133
12672.475098 21866.890791
15693.932446 18998.449600
-3683.492676 3540.600206
-156.129919 7202.946333
4825.508875 12367.665991
7846.966223 9499.224800
4163.473547 13039.825006
7690.836304 16702.171133
12672.475098 21866.890791
15693.932446 18998.449600
-3683.492676 3540.600206
-156.129919 7202.946333
4825.508875 12367.665991
7846.966223 9499.224800
4163.473547 13039.825006
7690.836304 16702.171133
12672.475098 21866.890791
15693.932446 18998.449600
-3683.492676 3540.600206
-156.129919 7202.946333
4825.508875 12367.665991
7846.966223 9499.224800
4163.473547 13039.825006
7690.836304 16702.171133
12672.475098 21866.890791
15693.932446 18998.449600
2.334000 -2093.770000
4270.133900 -4198.070000
4260.876000 -4016.470000
4263.876000 -3995.870000
4266.210000 -6089.640000
8534.009900 -8193.940000
8524.752000 -8012.340000
8527.752000 -7991.740000
2.334000 -2093.770000
4270.133900 -4198.070000
4260.876000 -4016.470000
4263.876000 -3995.870000
4266.210000 -6089.640000
8534.009900 -8193.940000
8524.752000 -8012.340000
8527.752000 -7991.740000
2.334000 -2093.770000
4270.133900 -4198.070000
4260.876000 -4016.470000
4263.876000 -3995.870000
4266.210000 -6089.640000
8534.009900 -8193.940000
8524.752000 -8012.340000
8527.752000 -7991.740000
2.334000 -2093.770000
4270.133900 -4198.070000
4260.876000 -4016.470000
4263.876000 -3995.870000
4266.210000 -6089.640000
8534.009900 -8193.940000
8524.752000 -8012.340000
8527.752000 -7991.740000
2.334000 -2093.770000
4270.133900 -4198.070000
4260.876000 -4016.470000
4263.876000 -3995.870000
4266.210000 -6089.640000
8534.009900 -8193.940000
8524.752000 -8012.340000
8527.752000 -7991.740000
2.334000 -2093.770000
4270.133900 -4198.070000
4260.876000 -4016.470000
4263.876000 -3995.870000
4266.210000 -6089.640000
8534.009900 -8193.940000
8524.752000 -8012.340000
8527.752000 -7991.740000
2.334000 -2093.770000
4270.133900 -4198.070000
4260.876000 -4016.470000
4263.876000 -3995.870000
4266.210000 -6089.640000
8534.009900 -8193.940000
8524.752000 -8012.340000
8527.752000 -7991.740000
2.334000 -2093.770000
4270.133900 -4198.070000
4260.876000 -4016.470000
4263.876000 -3995.870000
4266.210000 -6089.640000
8534.009900 -8193.940000
8524.752000 -8012.340000
8527.752000 -7991.740000
-604.707324 -633.867794
30.730119 -1260.321667
-842.192675 -423.401809
-3778.534223 -3425.926800
-4383.241547 -4059.794594
-3747.804104 -4686.248467
-4620.726898 -3849.328609
-7557.068446 -6851.853600
-604.707324 -633.867794
30.730119 -1260.321667
-842.192675 -423.401809
-3778.534223 -3425.926800
-4383.241547 -4059.794594
-3747.804104 -4686.248467
-4620.726898 -3849.328609
-7557.068446 -6851.853600
-604.707324 -633.867794
30.730119 -1260.321667
-842.192675 -423.401809
-3778.534223 -3425.926800
-4383.241547 -4059.794594
-3747.804104 -4686.248467
-4620.726898 -3849.328609
-7557.068446 -6851.853600
-604.707324 -633.867794
30.730119 -1260.321667
-842.192675 -423.401809
-3778.534223 -3425.926800
-4383.241547 -4059.794594
-3747.804104 -4686.248467
-4620.726898 -3849.328609
-7557.068446 -6851.853600
-604.707324 -633.867794
30.730119 -1260.321667
-842.192675 -423.401809
-3778.534223 -3425.926800
-4383.241547 -4059.794594
-3747.804104 -4686.248467
-4620.726898 -3849.328609
-7557.068446 -6851.853600
-604.707324 -633.867794
30.730119 -1260.321667
-842.192675 -423.401809
-3778.534223 -3425.926800
-4383.241547 -4059.794594
-3747.804104 -4686.248467
-4620.726898 -3849.328609
-7557.068446 -6851.853600
-604.707324 -633.867794
30.730119 -1260.321667
-842.192675 -423.401809
-3778.534223 -3425.926800
-4383.241547 -4059.794594
-3747.804104 -4686.248467
-4620.726898 -3849.328609
-7557.068446 -6851.853600
-604.707324 -633.867794
30.730119 -1260.321667
-842.192675 -423.401809
-3778.534223 -3425.926800
-4383.241547 -4059.794594
-3747.804104 -4686.248467
-4620.726898 -3849.328609
-7557.068446 -6851.853600
-6432.364200 -0.000000
4176.335700 -0.000000
-134.722200 -0.000000
-8678.037600 -0.000000
-15110.401800 -0.000000
-4501.701900 -0.000000
-8812.759800 -0.000000
-17356.075200 -0.000000
-6432.364200 -0.000000
4176.335700 -0.000000
-134.722200 -0.000000
-8678.037600 -0.000000
-15110.401800 -0.000000
-4501.701900 -0.000000
-8812.759800 -0.000000
-17356.075200 -0.000000
-6432.364200 -0.000000
4176.335700 -0.000000
-134.722200 -0.000000
-8678.037600 -0.000000
-15110.401800 -0.000000
-4501.701900 -0.000000
-8812.759800 -0.000000
-17356.075200 -0.000000
-6432.364200 -0.000000
4176.335700 -0.000000
-134.722200 -0.000000
-8678.037600 -0.000000
-15110.401800 -0.000000
-4501.701900 -0.000000
-8812.759800 -0.000000
-17356.075200 -0.000000
-6432.364200 -0.000000
4176.335700 -0.000000
-134.722200 -0.000000
-8678.037600 -0.000000
